N,P,K,temperature,humidity,ph,rainfall,season,crop
57.61,56.23,33.68,23.98,49.86,6.21,71.37,2,Chickpea
22.52,58.29,28.51,25.84,75.99,6.51,73.35,2,Black Gram
19.09,47.13,25.73,29.11,57.86,7.36,55.76,2,Moth Beans
20.39,23.17,35.0,24.28,75.5,5.83,94.06,2,Grapes
17.79,57.82,23.49,20.28,65.33,6.25,115.55,2,Kidney Beans
45.51,67.91,49.5,27.11,73.04,6.09,96.78,2,Papaya
25.05,52.31,25.59,26.08,67.69,6.41,74.05,2,Mung Beans
95.25,44.93,33.46,25.74,64.49,6.24,193.09,2,Jute
17.35,15.4,17.07,24.47,73.22,6.67,113.64,2,Orange
75.63,45.53,34.04,28.48,73.53,6.9,200.1,0,Rice
15.07,19.53,15.68,22.73,69.24,5.83,128.28,2,Orange
35.49,44.12,35.31,23.06,51.25,6.59,61.03,2,Chickpea
104.18,83.01,44.75,28.7,73.23,5.95,106.26,0,Banana
20.82,31.8,40.04,25.4,65.95,6.41,67.36,2,Grapes
32.92,70.19,24.04,15.1,52.86,6.77,51.75,1,Lentil
110.17,16.9,44.65,27.23,85.67,6.48,88.75,2,Watermelon
57.57,62.39,55.85,21.66,77.76,7.21,125.39,2,Papaya
33.51,50.95,54.04,27.18,70.75,6.44,88.11,2,Papaya
24.78,42.41,27.61,30.61,46.7,7.06,40.59,2,Moth Beans
105.08,34.87,22.85,23.05,71.61,6.44,90.39,2,Cotton
30.31,63.84,36.1,16.14,51.34,6.85,86.26,1,Chickpea
12.86,67.97,19.09,20.62,60.21,5.93,90.64,2,Kidney Beans
26.0,44.76,32.86,28.14,48.09,6.89,73.42,2,Moth Beans
30.99,145,196.17,18.39,47.47,5.74,102.31,1,Apple
99.83,44.9,39.14,23.68,88.29,6.73,190.36,2,Jute
37.17,74.94,29.25,21.51,53.77,6.61,76.7,1,Chickpea
130.99,79.71,51.59,27.44,89.79,7.01,123.27,0,Banana
19.83,106.89,193.99,21.24,47.85,5.4,94.78,1,Apple
28.51,48.21,30.48,30.85,74.82,7.15,83.16,2,Mung Beans
120.02,42.38,17.56,26.19,65.28,5.26,97.53,2,Cotton
92.32,21.93,23.41,24.94,86.07,5.95,122.3,2,Coffee
11.94,14.12,30.64,27.44,54.03,6.52,76.21,2,Pomegranate
19.93,64.65,17.89,20.17,66.57,6.67,123.1,2,Kidney Beans
24.15,13.51,32.43,31.71,82.49,6.78,135.84,0,Coconut
97.45,22.5,33.63,21.44,90.46,6.23,158.21,2,Coffee
96.86,93.35,46.52,32.73,76.41,5.52,124.29,0,Banana
18.3,44.44,22.03,28.57,60.01,6.37,109.67,2,Pigeon Peas
23.86,44.36,27.78,25.95,67.98,6.72,99.99,2,Mung Beans
31.12,48.81,24.91,29.47,74.2,6.25,99.6,2,Black Gram
12.97,51.96,29.06,19.76,63.0,6.65,56.87,2,Lentil
17.13,19.68,11.35,23.2,66.09,5.9,93.99,2,Orange
20.03,26.79,29.43,26.52,60.65,6.78,79.39,2,Mango
26.9,54.12,25.2,26.3,61.97,6.24,73.94,2,Mung Beans
63.61,48.42,39.0,29.25,82.51,6.97,231.81,0,Rice
25.1,17.84,27.14,29.46,85.67,6.08,161.11,0,Coconut
46.19,62.99,51.16,25.27,80.48,6.42,106.01,0,Papaya
122.78,45.11,15.53,27.2,50.86,6.7,76.37,2,Cotton
22.83,30.75,34.27,24.02,56.72,7.35,71.35,2,Grapes
34.14,57.39,25.2,29.95,55.64,6.87,135.92,2,Pigeon Peas
14.58,37.65,16.61,31.71,51.16,6.86,59.46,2,Moth Beans
19.61,63.3,29.04,14.83,59.66,6.03,54.4,1,Lentil
22.05,145,154.84,17.9,60.84,5.81,101.7,2,Apple
123.79,77.88,46.1,25.32,82.77,5.78,136.74,0,Banana
25.1,139.14,205,21.48,48.4,6.06,85.51,1,Apple
114.59,13.86,31.08,22.84,85.7,6.23,148.51,2,Coffee
21.46,59.46,26.01,22.18,55.58,6.24,105.98,2,Black Gram
117.11,25.75,48.26,20.41,72.07,7.03,73.38,2,Muskmelon
45.89,64.66,41.25,16.5,47.47,6.98,63.12,1,Chickpea
28.54,13.54,30.66,27.65,55.63,6.42,84.02,2,Pomegranate
81.66,20.75,35.41,21.51,89.17,6.55,132.16,2,Coffee
97.57,24.25,45.09,24.82,77.39,6.15,99.97,2,Muskmelon
8.82,25.24,34.67,24.94,69.43,6.49,63.09,2,Grapes
127.62,38.33,20.42,25.17,62.45,6.11,78.54,2,Cotton
100.85,43.69,36.32,33.34,83.09,7.12,224.53,0,Rice
127.05,39.17,14.88,32.27,72.54,6.9,84.62,2,Cotton
90.14,35.01,34.3,26.61,90.15,6.64,150.27,0,Jute
32.96,75.61,30.55,15.09,60.97,6.98,70.55,2,Chickpea
20.39,67.48,23.35,19.02,52.57,6.44,53.59,1,Lentil
105.58,37.22,20.42,27.99,74.62,6.85,69.3,2,Cotton
16.46,24.81,27.77,29.94,98.49,7.07,167.87,0,Coconut
37.6,70.31,34.39,19.57,56.8,5.57,70.7,1,Chickpea
72.63,50.42,32.01,28.52,72.47,5.67,106.12,0,Maize
114.85,14.89,48.78,31.29,73.15,6.07,93.02,2,Watermelon
11.7,130.38,205,19.97,53.16,5.78,119.72,1,Apple
19.03,130.79,187.8,15.33,73.94,5.75,94.66,2,Apple
16.62,22.23,36.17,21.65,62.76,5.97,67.56,2,Grapes
23.63,11.53,17.89,24.68,73.31,6.26,98.35,2,Orange
67.42,33.21,32.07,22.85,74.11,7.17,127.88,2,Maize
34.78,55.48,31.38,19.2,60.36,6.91,82.09,2,Chickpea
94.55,10.84,59.11,22.32,79.9,6.5,97.3,2,Watermelon
51.14,61.37,46.86,22.64,77.75,6.19,97.23,2,Papaya
20.81,19.09,32.75,21.9,55.29,6.13,68.66,1,Pomegranate
35.66,53.01,27.66,19.49,61.13,6.48,55.69,2,Lentil
79.76,19.53,33.32,21.8,83.49,6.0,172.09,2,Coffee
114.28,19.58,52.23,29.21,74.75,6.62,81.77,2,Muskmelon
16.22,21.31,10.89,27.02,88.87,6.69,114.36,0,Orange
39.06,66.98,31.33,23.42,50.61,6.67,81.89,2,Chickpea
20.15,75.92,17.81,19.19,69.67,6.24,112.79,2,Kidney Beans
15.99,46.08,27.77,27.69,44.93,5.78,127.31,2,Pigeon Peas
40.58,55.87,30.08,19.76,54.45,6.59,81.73,1,Chickpea
25.19,59.06,29.0,21.04,57.96,7.06,78.6,1,Kidney Beans
101.18,23.3,37.41,26.78,70.51,6.34,91.44,2,Muskmelon
20.91,76.02,13.84,19.33,65.33,6.92,115.4,2,Kidney Beans
14.78,26.05,34.82,22.35,65.38,6.45,75.25,2,Grapes
54.84,46.78,33.47,25.29,68.17,6.0,217.05,2,Rice
26.3,57.58,27.89,16.0,64.36,6.48,58.47,2,Lentil
73.0,46.04,42.7,24.96,81.16,7.06,198.41,2,Jute
45.52,65.17,43.41,21.05,60.26,6.16,65.74,2,Chickpea
28.6,29.08,35.38,22.98,64.82,6.06,57.95,2,Grapes
77.45,41.97,31.01,26.86,67.7,6.0,88.46,2,Maize
87.53,76.65,51.39,27.02,76.44,6.63,116.52,0,Banana
24.06,33.27,40.09,24.33,71.94,6.35,80.58,2,Grapes
82.01,23.91,54.87,28.43,68.52,6.55,73.23,2,Muskmelon
56.84,49.22,44.27,28.76,72.39,7.07,117.15,0,Papaya
84.79,46.01,35.21,29.85,63.38,5.78,91.03,2,Maize
72.12,18.68,34.66,19.95,86.39,6.3,122.14,2,Coffee
27.43,53.26,28.44,21.97,58.43,6.69,48.95,1,Lentil
19.45,21.62,23.98,28.78,72.84,6.66,175.15,0,Coconut
86.97,57.54,42.98,26.66,78.07,6.13,228.57,0,Rice
23.29,50.4,26.0,27.97,53.66,6.48,109.85,2,Pigeon Peas
18.82,30.02,36.75,25.93,72.68,7.67,72.32,2,Grapes
81.54,52.74,32.24,25.3,70.33,6.17,99.22,2,Maize
19.67,61.38,17.1,19.7,62.54,6.01,123.65,2,Kidney Beans
90.99,68.08,43.04,25.96,73.48,6.34,123.26,0,Banana
19.5,145,205,19.77,64.23,5.74,100.83,2,Apple
68.07,16.29,36.34,24.55,96.27,6.15,141.99,2,Coffee
16.53,50.06,27.24,34.42,44.36,7.41,74.89,2,Moth Beans
21.0,19.37,39.11,25.91,52.38,6.35,71.31,2,Pomegranate
20.49,64.84,26.12,28.71,64.31,6.34,122.34,2,Pigeon Peas
28.63,12.04,38.25,28.14,81.07,5.56,129.9,0,Coconut
68.03,48.15,42.71,26.91,88.87,6.28,112.17,0,Jute
131.56,44.48,29.25,27.99,68.78,6.72,101.39,2,Cotton
111.6,14.52,52.39,22.83,69.89,5.8,79.39,2,Watermelon
25.78,72.69,20.27,26.3,74.33,6.28,105.06,0,Black Gram
17.7,145,151.18,17.13,69.56,5.06,126.76,2,Apple
18.75,30.03,40.75,23.62,60.71,7.3,68.38,2,Grapes
121.01,37.25,17.73,25.56,67.16,6.07,78.12,2,Cotton
60.2,59.85,45.37,24.78,82.06,6.01,119.98,2,Papaya
14.36,58.86,16.84,18.94,70.48,5.49,109.15,2,Kidney Beans
19.82,15.56,28.16,28.48,88.91,6.27,172.26,0,Coconut
117.26,18.52,45.4,25.49,63.32,6.22,106.17,2,Watermelon
44.46,60.65,43.88,25.06,71.19,6.64,105.58,0,Papaya
27.5,129.21,183.67,22.21,62.76,6.62,95.73,2,Apple
89.23,34.65,47.75,28.56,74.01,7.4,219.32,0,Rice
78.16,44.95,30.42,24.15,68.72,6.48,84.25,2,Maize
29.47,29.57,31.29,25.66,63.61,5.68,88.64,2,Mango
98.74,19.62,53.8,28.62,79.81,6.26,89.26,2,Muskmelon
27.33,60.61,24.43,25.25,62.48,6.08,91.1,2,Pigeon Peas
20.26,55.59,19.68,17.48,60.56,5.58,104.99,2,Kidney Beans
49.91,68.57,40.01,28.02,77.9,6.48,121.86,0,Papaya
95.74,19.9,28.67,21.85,82.39,5.8,139.2,2,Coffee
94.9,43.01,30.06,28.91,78.65,6.35,78.48,2,Maize
21.29,19.49,30.91,27.71,46.88,6.55,81.94,2,Pomegranate
41.04,62.27,40.93,19.46,44.95,6.71,57.95,1,Chickpea
22.88,33.07,21.02,26.5,70.93,6.48,77.36,2,Mung Beans
34.81,23.11,33.4,27.88,63.59,6.78,88.63,2,Mango
27.96,10.75,18.96,19.83,70.02,6.45,117.16,2,Orange
30.68,34.9,23.67,25.07,71.46,5.93,82.21,2,Mango
15.23,16.32,16.08,25.07,76.22,6.32,126.55,0,Orange
75.46,45.71,37.21,25.93,76.24,7.05,101.21,0,Maize
140,35.09,19.54,26.8,72.32,6.08,70.58,2,Cotton
26.33,54.0,24.36,25.89,66.05,6.63,81.54,2,Black Gram
17.47,26.16,29.26,25.29,80.7,6.58,150.33,0,Coconut
27.83,45.91,14.26,28.89,59.6,6.41,50.18,2,Mung Beans
15.48,38.09,26.54,30.27,51.85,7.23,63.82,2,Moth Beans
98.26,45.39,44.81,27.12,76.79,6.2,245.82,0,Rice
24.63,52.13,22.37,29.99,45.71,7.62,129.04,2,Pigeon Peas
77.26,54.74,34.64,27.4,71.57,6.79,193.24,0,Rice
32.31,143.87,187.36,18.62,54.53,5.22,93.92,1,Apple
97.37,50.39,37.08,27.28,78.13,6.31,147.52,0,Jute
17.98,10.07,9.39,20.92,78.45,6.8,112.88,2,Orange
12.92,139.68,205,23.21,59.78,5.79,106.34,2,Apple
122.4,35.29,18.52,28.58,67.18,6.9,85.97,2,Cotton
20.03,11.25,12.23,24.17,82.46,5.4,106.38,2,Orange
83.45,50.27,28.18,24.43,71.37,6.46,114.36,2,Maize
17.07,71.39,26.77,19.22,53.02,6.61,45.73,1,Lentil
88.71,75.33,62.03,24.71,82.95,6.11,105.31,2,Banana
91.01,12.56,55.08,23.68,76.64,6.57,119.62,2,Watermelon
35.63,20.71,24.39,23.36,92.85,5.5,176.47,2,Coconut
13.29,71.15,24.31,21.35,60.79,5.76,93.4,2,Kidney Beans
28.76,52.0,28.91,27.92,67.68,6.49,92.34,2,Black Gram
118.36,75.2,46.49,24.89,85.35,5.88,124.58,2,Banana
104.44,14.8,29.19,20.72,70.49,4.68,116.56,2,Coffee
24.67,56.72,30.89,25.29,63.7,5.93,104.16,2,Black Gram
111.6,23.16,51.02,23.92,78.72,6.81,95.53,2,Muskmelon
95.14,20.46,23.61,24.25,78.19,6.42,142.44,2,Coffee
25.37,109.4,205,16.54,57.93,6.04,88.64,1,Apple
90.86,15.1,45.83,26.27,65.88,6.85,63.45,2,Muskmelon
21.16,53.35,25.11,29.24,58.51,6.4,103.84,2,Pigeon Peas
86.79,13.01,48.37,28.8,70.79,6.5,69.49,2,Muskmelon
25.15,46.99,21.01,27.12,64.95,7.12,92.84,2,Black Gram
26.52,67.3,24.9,18.55,66.41,7.23,63.69,2,Lentil
25.68,37.14,27.32,24.57,65.01,6.3,85.49,2,Mango
85.76,80.35,47.5,32.68,78.72,5.9,131.1,0,Banana
104.74,75.37,44.52,30.71,73.33,6.24,97.7,2,Banana
41.61,67.01,48.55,29.6,71.24,6.4,78.64,2,Papaya
14.78,11.69,35.57,22.2,56.33,5.83,78.2,2,Pomegranate
80.57,22.35,54.41,30.73,67.65,6.27,89.11,2,Muskmelon
28.55,26.76,27.48,27.69,85.57,5.91,194.83,0,Coconut
99.42,51.25,35.89,26.8,82.92,6.59,171.01,0,Jute
33.25,25.83,29.8,29.62,79.51,5.55,229.15,0,Coconut
30.5,28.71,27.22,22.66,54.68,6.54,88.21,2,Mango
15.88,126.89,176.98,20.03,70.64,6.15,79.21,2,Apple
20.35,39.5,22.17,31.77,43.05,6.99,40.54,2,Moth Beans
81.83,40.77,39.18,30.76,80.57,6.42,185.25,0,Rice
74.08,50.89,28.74,28.39,83.0,6.24,241.75,0,Rice
86.28,52.16,41.17,23.39,99.98,7.08,165.11,2,Jute
21.31,54.91,20.01,18.86,68.97,6.47,111.8,2,Kidney Beans
21.76,32.39,29.59,27.09,66.82,6.37,96.77,2,Mango
73.79,42.38,35.5,27.28,62.85,6.19,82.5,2,Maize
46.38,68.51,43.23,25.52,85.61,6.1,107.82,0,Papaya
109.36,26.24,55.08,26.72,63.83,6.14,89.52,2,Muskmelon
24.73,12.84,17.52,24.21,73.6,6.16,96.03,2,Orange
114.05,19.68,55.85,24.29,64.98,5.84,91.95,2,Muskmelon
33.68,49.89,20.72,16.04,47.66,7.07,74.15,1,Lentil
72.98,54.16,46.17,27.52,98.95,6.63,183.76,0,Jute
24.82,22.61,24.65,23.48,71.7,6.82,112.14,2,Orange
42.37,69.38,28.69,16.78,62.84,6.48,56.21,2,Chickpea
35.46,74.34,35.52,20.06,58.89,5.94,76.24,1,Chickpea
11.32,145,199.41,15.51,60.48,6.53,82.32,2,Apple
117.73,13.73,49.13,30.3,80.32,5.91,58.39,2,Watermelon
21.94,15.65,9.81,20.23,86.42,6.67,102.97,2,Orange
68.91,41.5,41.18,23.33,84.53,6.58,182.46,2,Rice
119.99,21.15,29.25,19.78,61.65,5.68,121.86,2,Coffee
44.39,65.46,24.58,18.87,65.62,7.15,71.1,2,Chickpea
21.02,44.86,24.1,30.68,65.81,6.2,125.2,2,Pigeon Peas
108.79,34.95,16.25,23.37,56.04,6.14,98.1,2,Cotton
35.76,25.28,33.05,23.86,55.07,6.69,99.72,2,Mango
30.89,29.4,26.72,29.09,50.06,7.0,101.42,2,Mango
78.81,46.84,33.67,27.95,96.04,6.64,156.28,0,Jute
17.43,21.09,25.49,26.09,96.85,5.26,225.35,0,Coconut
22.4,17.34,13.08,22.55,81.02,7.08,110.45,2,Orange
88.8,38.03,45.17,29.1,90.08,6.62,144.65,0,Jute
116.1,90.89,51.96,27.16,81.84,6.7,119.05,0,Banana
17.09,28.58,29.06,28.03,92.86,6.13,205.44,0,Coconut
35.04,57.06,30.83,16.95,46.35,6.82,55.25,1,Chickpea
122.38,17.2,51.11,27.41,60.27,6.79,97.18,2,Muskmelon
100.88,73.51,53.36,26.34,83.23,5.6,143.79,0,Banana
99.32,80.24,40.16,28.25,79.52,5.94,151.86,0,Banana
15.75,124.17,196.1,17.4,53.83,6.3,75.18,1,Apple
19.95,18.67,32.76,25.91,61.37,7.3,80.74,2,Pomegranate
8.66,29.89,37.3,22.18,67.58,6.64,76.05,2,Grapes
131.73,15.37,51.33,25.73,68.46,6.1,134.15,2,Watermelon
20.93,50.86,19.83,28.87,34.9,7.11,59.06,2,Moth Beans
27.29,56.51,16.18,29.31,70.23,6.55,69.37,2,Mung Beans
68.68,52.83,29.23,25.36,82.2,5.4,117.83,0,Maize
18.36,76.49,23.48,18.87,59.52,5.92,96.4,1,Kidney Beans
85.0,30.67,31.8,24.6,75.47,6.38,107.12,2,Maize
15.02,22.36,45.46,24.88,47.15,7.01,65.02,2,Pomegranate
10.89,65.84,14.01,17.12,65.61,5.95,115.41,2,Kidney Beans
82.87,47.0,31.08,26.97,76.47,6.56,171.12,0,Jute
17.97,53.29,25.1,24.66,52.89,5.89,98.34,2,Kidney Beans
90.51,48.59,34.15,29.86,74.98,6.46,191.18,0,Rice
28.75,63.66,31.56,19.62,50.25,6.55,58.39,1,Lentil
32.34,32.79,36.18,26.9,67.38,6.91,76.24,2,Mango
53.14,66.24,45.86,21.41,88.95,7.14,118.47,2,Papaya
54.4,58.72,42.86,24.96,81.05,6.65,105.71,2,Papaya
17.44,16.22,20.44,21.94,74.0,6.36,137.75,2,Orange
17.76,21.39,38.99,24.95,72.53,6.28,84.06,2,Grapes
18.59,23.2,29.81,28.14,51.11,6.58,62.46,2,Pomegranate
17.33,69.33,19.9,19.72,64.83,5.72,86.93,2,Kidney Beans
36.17,57.75,27.07,19.03,41.86,6.89,67.49,1,Chickpea
23.29,17.48,26.88,30.3,95.77,6.19,152.92,0,Coconut
84.97,24.29,52.15,24.66,68.84,6.4,115.48,2,Muskmelon
20.82,30.26,44.19,24.99,64.4,5.79,67.17,2,Grapes
107.31,84.45,50.11,25.08,68.32,6.23,113.32,2,Banana
16.34,131.95,202.39,19.61,58.34,5.47,74.54,1,Apple
19.5,9.21,20.18,24.41,70.41,6.97,99.21,2,Orange
30.08,18.8,23.73,25.89,86.82,6.02,119.21,0,Coconut
13.52,42.47,31.43,33.95,47.59,7.72,70.87,2,Moth Beans
63.71,48.26,43.37,25.13,91.07,7.56,92.92,2,Papaya
19.41,44.85,30.46,31.31,47.07,6.11,56.25,2,Moth Beans
23.88,45.42,23.9,30.72,77.17,6.39,75.71,2,Mung Beans
90.39,41.89,19.61,25.75,69.79,6.36,116.51,2,Cotton
78.36,41.43,37.5,26.71,66.84,6.57,207.5,2,Rice
12.29,43.84,27.3,30.37,52.06,7.55,59.24,2,Moth Beans
18.33,55.18,25.46,30.01,48.09,6.61,45.19,2,Moth Beans
21.61,64.45,31.7,15.71,38.09,6.22,55.82,1,Lentil
18.92,18.01,17.8,20.98,79.9,7.03,116.01,2,Orange
26.73,59.26,13.19,18.95,55.55,6.74,79.18,1,Kidney Beans
23.2,59.24,24.76,23.05,61.13,6.15,115.76,2,Pigeon Peas
87.07,82.13,43.32,27.44,70.62,6.24,98.72,2,Banana
25.59,20.0,23.24,27.13,85.75,5.77,175.48,0,Coconut
14.8,122.77,197.78,12.98,63.8,6.64,89.41,2,Apple
72.0,47.85,41.44,25.3,77.7,6.93,134.82,0,Jute
125.4,42.43,18.19,28.89,67.51,6.59,90.5,2,Cotton
93.53,23.05,48.96,31.18,77.03,5.75,101.71,0,Watermelon
100.53,19.56,50.68,26.56,74.84,7.53,70.24,2,Muskmelon
94.54,98.59,54.79,25.63,81.13,5.83,136.11,0,Banana
35.98,75.24,31.4,19.7,62.17,7.38,64.62,2,Chickpea
20.97,54.32,21.72,17.62,51.68,5.91,54.15,1,Lentil
13.87,46.64,24.62,30.79,54.18,7.42,51.96,2,Moth Beans
26.62,49.39,25.25,27.16,60.51,6.55,92.04,2,Mung Beans
21.82,32.31,23.05,29.37,64.58,6.31,74.67,2,Mango
23.66,51.35,15.91,27.86,82.87,6.07,83.91,2,Mung Beans
19.07,51.7,29.5,34.06,66.0,5.85,103.05,2,Pigeon Peas
27.7,24.7,28.21,22.41,60.35,6.75,91.24,2,Mango
23.25,20.64,34.57,27.61,77.65,6.25,174.82,0,Coconut
57.13,55.04,33.55,21.41,89.46,5.99,117.03,2,Papaya
25.9,27.54,30.31,26.59,56.85,6.31,95.96,2,Mango
14.09,22.47,15.78,21.55,83.22,6.87,141.59,2,Orange
21.58,44.68,25.98,33.11,40.79,7.19,44.35,2,Moth Beans
99.98,25.01,40.22,27.11,60.32,7.28,93.96,2,Muskmelon
19.84,51.57,21.27,25.66,52.77,6.22,105.09,2,Black Gram
117.09,18.54,48.39,25.26,73.14,6.18,82.45,2,Watermelon
27.25,45.75,24.92,27.46,71.79,6.63,83.68,2,Mung Beans
17.68,61.04,23.93,19.66,78.91,5.37,96.29,2,Kidney Beans
26.12,23.44,30.84,32.44,79.04,6.92,226.76,0,Coconut
26.14,52.28,24.61,26.92,62.5,6.34,113.49,2,Pigeon Peas
43.76,81.62,28.13,18.78,48.67,6.88,64.82,1,Chickpea
15.77,30.22,29.23,23.83,74.31,6.56,59.59,2,Mango
117.75,34.59,18.83,31.87,75.16,6.73,71.78,2,Cotton
18.36,51.93,30.59,27.09,55.27,6.01,104.48,2,Pigeon Peas
17.93,48.74,23.65,29.89,52.74,6.3,69.3,2,Mung Beans
112.62,9.29,62.08,29.84,73.38,7.02,102.48,0,Watermelon
98.48,13.76,28.14,19.44,80.62,5.74,139.81,2,Coffee
64.73,41.6,41.12,26.01,81.42,5.95,198.64,0,Jute
61.88,46.1,53.15,28.84,77.04,6.79,82.86,2,Papaya
58.12,20.69,26.4,23.35,93.91,6.63,130.84,2,Coffee
20.37,46.94,27.87,27.6,64.14,6.05,113.49,2,Mung Beans
25.06,19.36,13.45,20.49,92.18,6.24,111.81,2,Orange
30.57,69.2,23.57,15.3,61.04,6.6,60.03,2,Lentil
19.38,120.37,205,16.28,52.3,6.31,105.1,1,Apple
30.98,67.65,29.81,17.04,66.17,6.8,61.56,2,Chickpea
22.12,58.32,20.51,19.42,63.3,5.44,106.96,2,Kidney Beans
21.71,23.8,36.82,28.64,90.3,5.01,172.31,0,Coconut
20.43,62.02,25.74,16.16,47.81,6.68,74.03,1,Lentil
20.27,135.91,157.31,16.17,58.29,5.77,89.21,1,Apple
21.53,61.85,30.25,27.46,47.33,5.91,117.16,2,Pigeon Peas
92.94,25.02,29.63,21.68,78.07,5.93,162.34,2,Coffee
27.77,13.79,31.88,26.96,74.5,5.68,200.13,0,Coconut
19.31,34.44,29.66,24.85,59.36,6.05,105.18,2,Mango
31.45,30.75,27.13,26.22,64.64,5.7,96.52,2,Mango
15.65,65.62,20.25,19.26,71.17,5.97,107.94,2,Kidney Beans
17.56,62.31,14.51,20.61,68.31,6.08,109.84,2,Kidney Beans
140,39.19,25.14,25.8,64.08,6.23,83.64,2,Cotton
26.97,43.54,23.32,27.16,61.22,5.95,66.96,2,Mung Beans
72.43,45.38,41.01,28.08,89.94,6.6,190.55,0,Rice
127.14,38.22,26.98,24.91,66.43,6.22,74.78,2,Cotton
60.82,65.63,43.73,20.83,72.63,6.74,80.54,2,Papaya
22.75,54.77,21.58,18.68,75.73,5.99,92.45,2,Kidney Beans
17.26,26.7,27.44,30.92,82.98,6.41,91.25,2,Mango
97.75,24.47,25.38,25.29,65.93,7.13,120.37,2,Coffee
30.51,33.92,30.16,28.51,65.21,5.84,102.21,2,Mango
24.98,17.03,31.05,27.94,80.55,6.73,191.53,0,Coconut
15.18,58.49,26.27,25.01,52.77,6.13,101.97,2,Pigeon Peas
82.38,11.15,29.25,26.71,86.04,5.41,114.6,0,Coffee
118.77,17.02,44.83,25.53,62.07,6.79,93.24,2,Muskmelon
24.7,16.78,14.6,26.48,83.78,7.04,97.71,2,Orange
13.08,23.51,42.34,27.47,53.18,7.38,72.6,2,Pomegranate
27.15,49.8,29.29,28.65,64.51,6.71,117.2,2,Pigeon Peas
89.58,22.61,29.51,22.09,80.86,6.7,188.56,2,Coffee
105.15,23.39,50.35,24.15,58.29,6.4,87.27,2,Muskmelon
16.2,22.37,40.27,24.44,50.24,6.33,45.77,2,Pomegranate
72.72,43.93,40.36,24.57,59.36,6.89,106.21,2,Maize
18.13,71.61,18.9,23.79,65.19,5.92,75.84,2,Kidney Beans
18.04,25.08,28.99,25.91,51.09,6.25,90.8,2,Pomegranate
109.03,19.52,32.67,22.48,77.81,5.61,123.32,2,Coffee
38.16,57.53,30.77,20.67,51.67,6.45,67.59,1,Chickpea
16.11,16.89,35.22,23.62,65.84,6.58,78.96,2,Pomegranate
80.89,26.61,42.78,28.11,70.35,6.45,107.11,0,Muskmelon
19.65,68.23,14.89,19.02,55.51,5.51,89.36,1,Kidney Beans
42.93,50.23,48.22,28.47,89.25,6.33,106.07,0,Papaya
28.39,29.04,34.26,25.85,60.8,6.54,84.59,2,Mango
63.8,43.53,36.52,27.93,70.4,5.67,100.63,0,Maize
22.84,61.35,21.38,19.61,55.15,6.91,61.83,1,Lentil
35.98,70.3,37.84,22.79,47.61,6.85,63.62,2,Chickpea
105.39,23.06,50.57,28.82,57.56,6.58,80.11,2,Muskmelon
23.36,58.64,24.17,25.46,64.71,6.42,86.47,2,Pigeon Peas
33.94,31.58,25.91,24.58,61.73,5.89,88.94,2,Mango
75.78,9.8,51.51,26.33,80.72,5.91,100.51,0,Watermelon
96.21,44.71,28.67,27.14,92.95,6.45,174.3,0,Jute
23.35,41.75,27.84,28.87,73.06,7.11,81.83,2,Black Gram
19.86,21.72,28.12,28.94,63.25,6.98,48.33,2,Pomegranate
15.39,135.42,185.74,17.98,55.78,4.89,115.32,1,Apple
125.32,13.1,54.04,24.06,68.52,6.64,109.9,2,Watermelon
51.87,63.67,50.63,25.5,83.44,6.63,134.42,0,Papaya
22.77,120.24,205,18.96,59.59,6.38,70.68,1,Apple
28.97,12.45,7.89,24.72,66.16,8.22,130.44,2,Orange
108.62,84.44,48.92,28.62,73.76,6.89,149.19,0,Banana
126.35,41.54,17.84,27.39,75.75,6.84,83.23,2,Cotton
17.87,27.53,30.7,25.26,56.56,6.38,74.49,2,Grapes
36.15,63.65,41.24,16.43,46.42,6.79,86.46,1,Chickpea
92.24,23.23,31.23,24.02,81.55,5.24,143.72,2,Coffee
78.57,49.7,37.46,27.7,83.27,7.19,197.04,0,Rice
111.31,46.34,19.7,26.52,73.93,6.55,94.15,2,Cotton
23.44,31.67,28.12,24.81,65.55,7.16,88.06,2,Mango
50.27,70.7,54.64,24.44,62.37,6.11,92.87,2,Papaya
22.35,53.23,22.01,20.63,62.63,5.38,99.15,2,Kidney Beans
34.89,63.51,20.79,23.52,74.5,6.3,88.22,2,Black Gram
39.38,53.78,38.9,20.6,35.72,6.21,61.3,1,Chickpea
15.85,19.58,29.82,26.92,49.37,6.37,68.94,2,Pomegranate
17.13,49.63,22.08,27.91,47.62,7.27,63.0,2,Moth Beans
17.7,30.81,32.76,22.16,61.42,5.75,59.4,2,Grapes
38.53,37.06,28.07,29.07,65.69,7.28,96.95,2,Mango
19.78,56.92,20.12,27.28,75.28,7.42,104.67,0,Black Gram
86.28,48.1,46.29,29.39,92.14,6.59,165.08,0,Jute
20.5,47.83,23.44,24.67,43.51,7.56,79.55,2,Moth Beans
28.37,50.77,24.34,29.47,55.37,6.41,95.04,2,Mung Beans
70.4,46.83,37.28,25.93,96.56,6.31,162.3,0,Jute
25.21,13.51,34.75,27.58,60.9,6.38,74.93,2,Pomegranate
32.16,63.65,29.55,19.22,59.59,6.71,72.14,1,Black Gram
90.63,25.77,27.76,23.96,82.05,6.16,175.23,2,Coffee
18.79,54.19,22.39,21.84,59.61,5.18,105.9,1,Kidney Beans
